"COMPANYNUMBER","EQUIPMENTNUMBER","DESC25A","DESC25B","DESC25C","SERIALNUMBER","MODELNO","EQUIPSTATCDE","DEPARTMENTNO","ITEMCLASS","JOBNUMBER","WHSE","MODELYR"
1,"36790","VERMEER","T755III","","1VR2160R2D1000542","","5",2,347,"300970","",2013
1,"48230","VALEW HAUL-ALL","48' EQ. TRAILER","","1V9SH4826FA192218","17380","5",2,440,"300970","",2015
1,"48240","VALEW HAUL-ALL","48' EQ. TRAILER","","1V9SH4828FA192219","17380","5",62,440,"306970","",2015
1,"65250","MILLER TRAILBLAZER","","","ME430408R","","5",22,651,"301970","",2015
1,"28970","FORD","F350","","1FDRF3GT5GEA22902","26000","5",42,205,"304970","",2016
1,"28980","FORD","F350","","1FDRF3GT0GEA15596","26000","5",52,205,"305970","",2016
1,"28990","FORD","F350","","1FDRF3GT2GEA15597","26000","5",12,205,"301970","",2016
1,"29000","PERSONAL TRUCK-WELDER","FOR ELKO JOB","BRISEIDA HERNANDEZ","3D73Y4CL4AG137299","15000","8",2,0,"300970","OOS",2010
1,"29010","PERSONAL TRUCK-WELDER","FOR ELKO JOB","RAMON VAZQUEZ","1GT523CG2CZ157362","15000","8",2,0,"300970","OOS",2012
1,"29020","FORD","F350","","1FDRF3GT1GEA29054","26000","5",52,205,"305970","",2016
1,"75170","PIPELINE INTEGRITY TESTER","PIT 5000","","150526132","","5",62,731,"306970","",2015
1,"75180","GRUNDOMAT","55P BASIC","","P55443S8310","","4",52,0,"","",2015
1,"75200","GRUNDOMAT","55P BASIC","","955443S8311","","4",52,778,"","",2015
1,"61800","Magnum 4060mmh LIGHT","","","5AJLS16193B001220","","5",22,814,"","",2003
1,"36800","JOHN DEERE","410LX","","1T0410LXPFF281730","","4",62,310,"306970","PHX",2015
1,"36810","JOHN DEERE","410L","","1T0410LXKFF284242","","5",62,310,"306970","TUC",2015
1,"63150","OJ BX2000 FT/LB BREAKER","","","X611775","","5",42,659,"304970","",2015
1,"75210","RAMMER MQ","MTX70/R","","V6637","","5",82,708,"308970","",2015
1,"75220","RAMMER MQ","MTX70 HD/R","HONDA ENF. 4-STROKE","W4849","","5",12,708,"301970","",2015
1,"75230","RAMMER MQ","MTX70HD","HONDA ENG 4 STROKE","A5769","","5",12,708,"301970","",2015
1,"15230","FORD","F250","XL 4X2","1FTBF2A69GEA50124","5726","4",2,130,"300970","OOS",2016
1,"15240","FORD","F250","XL 4X2","1FTBF2A62GEA50126","5726","5",22,130,"302970","",2016
1,"15250","FORD","F250","XL 4X2","1FTBF2A64GEA50127","5726","5",32,130,"303970","",2016
1,"15260","FORD","F250","XL 4X2","1FTBF2A66GEA50128","5726","5",82,130,"308970","",2016
1,"29030","FREIGHTLINER","M2 106","","3ALACWDT0GDGH9050","26000","5",52,240,"305970","",2016
1,"29040","FORD","F350","","1FDRF3GT6GEA44343","26000","5",92,205,"309970","",2016
1,"29050","FORD","F350","With Compressor #52620","1FDRF3GT8GEA44344","26000","5",112,205,"311970","",2016
1,"53310","INGERSOLL RAND","175 CFM","","104705U87957","","5",62,510,"306970","",1987
1,"55680","VANAIR","70 CFM","","30-61761","","7",2,500,"300970","",2001
1,"15270","FORD","F250","","1FTBF2A60GEA50125","7040","8",2,130,"300970","GCS",2016
1,"29060","FORD","F350","","1FDRF3GT0GEA72364","26000","2",92,205,"309970","",2016
1,"29070","FORD","F350","","1FDRF3GT2GEA72365","26000","2",92,205,"309970","",2016
1,"48250","MARKSMAN","MINI EX","","1M9BE1420FL516326","2100","5",102,401,"310970","",2016
1,"48260","MARKSMAN","MINI EX","","1M9BE1422FL516327","2100","5",22,401,"302970","",2016
1,"29080","FREIGHTLINER","M2106","","3ALHCYCY0GDFS1321","70000","5",32,241,"303970","",2016
1,"29090","FREIGHTLINER","M2106","","3ALHCYCY2GDFS1322","70000","5",52,241,"305970","TAHOE",2016
1,"29100","FREIGHTLINER","M2106","","3ALHCYCY4GDFS1323","70000","5",102,241,"310970","",2016
1,"29110","PETERBILT","388","","1XPWD49X0BD131705","80000","5",52,275,"305970","",2011
1,"29120","FORD","F350","","1FDRF3GT3GEA92298","26000","2",92,205,"309970","",2016
1,"29130","FORD","F350","","1FDRF3GT5GEA92299","26000","5",102,205,"310970","",2016
1,"41850","PIPE CAROUSEL","3""","","DMVPS28976NV","500","5",32,416,"303970","",1997
1,"29140","PETERBILT","388","","1XPWD49X2BD131723","80000","5",32,241,"303970","",2011
1,"97560","SECURITY SYSTEM","","","","","4",0,0,"","",0
1,"98050","HEAVY DUTY EXTE 4 POST","","","","","4",0,0,"","",0
1,"97510","ICE MAKER MACHINE","","","","","4",0,0,"","",0
1,"97520","PHX PHONE SYSTEM","","","","","4",0,0,"","",0
1,"97530","SEC ALARM SYSTEM-HDS","","","","","4",0,0,"","",0
1,"97540","AC UNIT-COMPUTER RM-CORP","","","","","4",0,0,"","",0
1,"97550","400 FT. CAMERA SYSTEM","","","","","4",0,0,"","",0
1,"98010","SUN SHADE AWNINGS","","","","","4",0,0,"","",0
1,"98030","640 LF 6"" 9 GA LINK FENCE","","","","","4",0,0,"","",0
1,"98040","FENCE ACROSS STREET-HDS","","","","","4",0,0,"","",0
1,"98510","TRAINING & EXPENSES","","","","","2",2,0,"300970","",0
1,"98520","MOD #1402696 & 1310225","","","","","4",0,0,"","",0
1,"98530","HR 4 BAY NETSWAP","","","","","2",2,0,"300970","",0
1,"98540","MICROSOFT WINDOWS 2012","","","","","2",2,0,"300970","",0
1,"98550","MS OFFICE STND","","","","","4",0,0,"","",0
1,"98560","BUDGET MASTER ADV PLAN","","","","","4",0,0,"","",0
1,"98570","ADD'L EXPENSE-SOFTWARE","","","","","4",0,0,"","",0
1,"98580","PHX MS OFFICE STND 2013","","","","","4",0,0,"","",0
1,"99010","HDS SERVER-DELL PE 720","","","","","4",0,0,"","",0
1,"99020","STORAGE PROTECT SERVER","","","","","4",0,0,"","",0
1,"99030","COR SERVER-DELL PE 520","","","","","4",0,0,"","",0
1,"99040","PHX SERVER DELL PE 520","","","","","4",0,0,"","",0
1,"97511","SAVIN MP6002SP-CORP","","","W865L900794","","7",2,0,"300970","",0
1,"48270","MI-T-M","MWT-0510-2MHD","500 GAL WATER TANK","4H1021424B0459802","","5",22,430,"302970","",2011
1,"65260","HAMMERHEAD","HG20 WINCH","","1E9WD1424CC196236","9840","5",2,671,"300970","OOS",2016
1,"75370","MQ HONDA RAMMER","4-STROKE","","A5981","","4",2,708,"300970","OOS",2016
1,"75380","MQ HONDA RAMMER","4-STROKE","","A6999","","5",92,708,"309970","",2016
1,"75390","MQ HONDA RAMMER","","","T2675","","5",92,708,"309970","",2016
1,"75400","MQ HONDA RAMMER","","","V9705","","5",92,708,"309970","",2016
1,"29150","FREIGHTLINER","M2106","","3ALACXCY1GDFS1324","54999","5",42,230,"304970","",2016
1,"29160","FREIGHTLINER","M2106","","3ALACXCY3GDFS1325","54999","5",42,230,"304970","",2016
1,"15280","FORD","F150","","1FTPX12V07KC72152","5999","7",82,110,"308970","",2007
1,"20878","MQ GEN WELDER 180 AMP","","","","","4",0,0,"","",0
1,"8052468","TANK INSTALLED","","","","","4",0,0,"","",0
1,"9910151","2008 MULTIQUIP LT12D NIGH","","TBD","1296PRO03","","",0,0,"","",0
1,"23910","FORD","F700","","1FDWF70H0EVA06541","","2",2,0,"300970","",1984
1,"74740","GRUNDOMAT","55P","","P55520S8544","","5",92,778,"309970","",2016
1,"74750","GRUNDOMAT","55P","","P55520S8545","","5",92,778,"309970","",2016
1,"98020B","SUN SHADE AWNINGS","","","","","4",0,0,"","",0
1,"44240A","SPECIAL CONSTR CA 2003","","","CA925461","","4",0,0,"","",0
1,"9910320","86 FRUE STORAGE","","TBD","","","",0,0,"","",0
1,"9910321","2008 HYTORC STEALTH-2","","TBD","0824-96","","",0,0,"","",0
1,"9910331","2008 HYTORC STEALTH-2","","TBD","0824-126","","",0,0,"","",0
1,"9910341","2008 HYTORC STEALTH-2","","TBD","0824-156","","",0,0,"","",0
1,"9910441","96 GMC 1500 PU","","TBD","","","",0,0,"","",0
1,"9911670","CATERPILLAR 48"" BUCK","","TBD","","","",0,0,"","",0
1,"9911781","JEEP WRANGLER","","TBD","","","",0,0,"","",0
1,"48280","MARKSMAN","MINI EX","","1M9BE1422FL516392","2100","5",32,401,"303970","",2016
1,"48290","MARKSMAN","MINI EX","","1M9BE1424FL516393","2100","5",22,401,"302970","",2016
1,"75410","RAMMER MQ","","","R5360","","5",82,708,"308970","",2015
1,"75420","RAMMER MQ","","","N3876","","5",82,708,"308970","",2015
1,"75430","RAMMER MQ","","","10615","","2",72,708,"307970","",2015
1,"75450","RAMMER MQ","","","5307136","","5",32,708,"303970","",2015
1,"98052","2 METAL SHEDS-HD","","","","","4",0,0,"","",0
1,"98053","SHOP AND BLACKTOP-HD","","","","","4",0,0,"","",0
1,"98054","TRAILERS 2 METAL","","","","","4",0,0,"","",0
1,"98055","TRAILER","","","","","4",0,0,"","",0
1,"98056","FENCE","","","","","4",0,0,"","",0
1,"98057","FENCE","","","","","4",0,0,"","",0
1,"98058","FENCE","","","","","4",0,0,"","",0
1,"98059","PLANS-NEW OFFICE","","","","","4",0,0,"","",0
1,"98060","TUCSON-NEW OFFICE","","","","","4",0,0,"","",0
1,"98061","OFFICE TRAILER","","","","","4",0,0,"","",0
1,"98062","PHX OFFICE TILT","","","","","4",0,0,"","",0
1,"98063","IMPROVEMENTS SHOP","","","","","4",0,0,"","",0
1,"98064","FUEL STORAGE TANK","","","","","4",0,0,"","",0
1,"98065","CONSTRUCTION TRAILER","","","","","4",0,0,"","",0
1,"98066","IMPROVEMENTS SHOP","","","","","4",0,0,"","",0
1,"98067","OFFICE TRAILER","","","","","4",0,0,"","",0
1,"98068","OFFICE TRAILER","","","","","4",0,0,"","",0
1,"98069","BLOCKWALL FENCE","","","","","4",0,0,"","",0
1,"98070","ACCOUNTING OFFICE","","","","","4",0,0,"","",2008
1,"98071","1745/1755 SAMPSON CORONA","","","","","4",0,0,"","",0
1,"98072","SHOP BUILT PIPE RACK","","","","","4",0,0,"","",2009
1,"98073","PHX  6FT FENCE","","","","","4",0,0,"","",0
1,"98074","METAL BLDG","","","","","4",0,0,"","",0
1,"98075","SECURITY SYSTEM","","","","","4",0,0,"","",0
1,"97512","FURNITURE","","","","","4",0,0,"","",0
1,"97513","DESKS, CHAIRS, TABLE","","","","","4",0,0,"","",0
1,"97514","SAFE","","","","","4",0,0,"","",0
1,"97515","OAK R DRAWER FILE","","","","","4",0,0,"","",0
1,"97516","ROTOLITE BLUEPRINT COPIER","","","","","2",2,0,"300970","",1997
1,"97517","COMPUTER SYSTEM","","","","","2",2,0,"300970","",2001
1,"97518","SAVIN 2545 COPIER","","","","","2",2,0,"300970","",0
1,"97519","CARPET","","","","","2",2,0,"300970","",0
1,"97521","PHX A/C","","","","","4",0,0,"","",0
1,"97522","SAVIN 2527 COPIER","","","","","2",2,0,"300970","",0
1,"97523","SERVER NETWORK","","","","","2",2,0,"300970","",0
1,"97524","HP DESIGN JET 1050C PRNT","","","","","2",2,0,"300970","",0
1,"97525","AC UNIT","","","","","4",0,0,"","",0
1,"97526","DELL SERVER","","","","","2",2,0,"300970","",0
1,"97527","PHONE SYSTEM","","","","","2",2,0,"300970","",0
1,"97528","20"" STORAGE CONT","","","","","4",0,0,"","",2007
1,"97529","20"" STORAGE CONT","","","","","4",0,0,"","",2007
1,"97531","20"" STORAGE CONT","","","","","4",0,0,"","",2007
1,"97532","40' STORAGE CONT","","","","","4",0,0,"","",2007
1,"97533","G2 OFFICE FURNITURE","","","","","4",0,0,"","",0
1,"97534","40' STORAGE CONT","","","","","4",0,0,"","",0
1,"97535","40' STORAGE CONT","","","","","4",0,0,"","",2008
1,"97536","SAVIN 8060 COPIER","","","","","2",2,0,"300970","",2009
1,"97537","40' STORAGE CONT","","","","","4",0,0,"","",2008
1,"97538","20"" STORAGE CONT","","","","","4",0,0,"","",2009
1,"97539","HAPPY HCD 1501-40 EMBR-MC","","","","","4",0,0,"","",2009
1,"97541","AZTEC 20' STORAGE CONT","","","","","4",0,0,"","",0
1,"97542","AZTEC 20' STORAGE CONT","","","","","4",0,0,"","",0
1,"97543","CARGO 40' CONTAINER","","","","","4",0,0,"","",0
1,"97544","20"" STORAGE CONT","","","","","4",0,0,"","",0
1,"97545","AL&S DEE 6480EX SECURITY","","","","","2",2,0,"300970","",2009
1,"97546","SAVIN 8035","","","","","2",2,0,"300970","",2008
1,"97547","CONTAINER 8X40'","","","","","4",0,0,"","",2012
1,"97548","CONTAINER 8X40'","","","","","4",0,0,"","",2012
1,"97549","CONTAINER 8X40'","","","","","4",0,0,"","",2012
1,"97551","CAMERA SYSTEM","","","","","2",2,0,"300970","",0
1,"97552","CENTURY LIM PHONE","","","","","2",2,0,"300970","",0
1,"97553","ECMS COMPUTER SYSTEM","","","","","4",0,0,"","",0
1,"9911811","CHEVY C1500","","TBD","","","",0,0,"","",0
1,"9911821","1998 GMC 1500S","","TBD","","","",0,0,"","",0
1,"9911831","FORD VAN","","TBD","","","",0,0,"","",0
1,"9911832","99 FORD EXPLORER","","TBD","","","",0,0,"","",0
1,"9911851","98 GMC C1500","","TBD","","","",0,0,"","",0
1,"9911881","98 GMC SC1 PU","","TBD","","","",0,0,"","",0
1,"9911911","2000 F250","","TBD","","","",0,0,"","",0
1,"9912171","1999 GMC 1500","","TBD","","","",0,0,"","",0
1,"9912271","GMC 1500 PU 2000","","TBD","","","",0,0,"","",0
1,"9912321","FORD CLUB VAN 1995","","TBD","","","",0,0,"","",0
1,"9912331","CHEVY CREW VAN 2000","","TBD","","","",0,0,"","",0
1,"9912421","A002015","","TBD","","","",0,0,"","",0
1,"9912451","A002072","","TBD","","","",0,0,"","",0
1,"9912461","A002073","","TBD","","","",0,0,"","",0
1,"9912521","A002099","","TBD","","","",0,0,"","",0
1,"9912741","A002332","","TBD","","","",0,0,"","",0
1,"9912751","A002432","","TBD","","","",0,0,"","",0
1,"9913471","A001347","","TBD","","","",0,0,"","",0
1,"9913481","A001348","","TBD","","","",0,0,"","",0
1,"9913501","A002896","","TBD","","","",0,0,"","",0
1,"9913511","A002897","","TBD","","","",0,0,"","",0
1,"9913540","A001354","","TBD","","","",0,0,"","",0
1,"9913901","A001390","","TBD","","","",0,0,"","",0
1,"9914031","A002957","","TBD","","","",0,0,"","",0
1,"9914041","A003020","","TBD","","","",0,0,"","",0
1,"9914181","A003130","","TBD","","","",0,0,"","",0
1,"9914261","A003257","","TBD","","","",0,0,"","",0
1,"9916771","97 MCELROY TAMER","","TBD","","","",0,0,"","",0
1,"9916851","A001685","","TBD","","","",0,0,"","",0
1,"9917670","A001767","","TBD","","","",0,0,"","",0
1,"9919351","A001935","","TBD","","","",0,0,"","",0
1,"9919570","A001957","","TBD","","","",0,0,"","",0
1,"9919790","A001979","","TBD","","","",0,0,"","",0
1,"9919830","A001983","","TBD","","","",0,0,"","",0
1,"9920231","A003192","","TBD","","","",0,0,"","",0
1,"9920501","A000799","","TBD","","","",0,0,"","",0
1,"9920571","A003230","","TBD","","","",0,0,"","",0
1,"9920581","A003231","","TBD","","","",0,0,"","",0
1,"9920601","A003233","","TBD","","","",0,0,"","",0
1,"9920611","A003234","","TBD","","","",0,0,"","",0
1,"9920721","A003235","","TBD","","","",0,0,"","",0
1,"9920761","A002664","","TBD","","","",0,0,"","",0
1,"9920762","A003236","","TBD","","","",0,0,"","",0
1,"9920771","A002665","","TBD","","","",0,0,"","",0
1,"9920772","A003237","","TBD","","","",0,0,"","",0
1,"9920940","A002094","","TBD","","","",0,0,"","",0
1,"9920951","A002095","","TBD","","","",0,0,"","",0
1,"9920961","A003238","","TBD","","","",0,0,"","",0
1,"9920971","A003253","","TBD","","","",0,0,"","",0
1,"9921081","A003355","","TBD","","","",0,0,"","",0
1,"9921091","A003356","","TBD","","","",0,0,"","",0
1,"9921351","A003358","","TBD","","","",0,0,"","",0
1,"9921361","A003359","","TBD","","","",0,0,"","",0
1,"9921601","2011 DCI F2 LOCATOR","","TBD","","","",0,0,"","",0
1,"9921631","A000423","","TBD","","","",0,0,"","",0
1,"9922131","A000916","","TBD","","","",0,0,"","",0
1,"9922451","A001142","","TBD","","","",0,0,"","",0
1,"9922461","A001143","","TBD","","","",0,0,"","",0
1,"9922481","A001145","","TBD","","","",0,0,"","",0
1,"9922561","A001155","","TBD","","","",0,0,"","",0
1,"9922701","A001158","","TBD","","","",0,0,"","",0
1,"9922810","A002281","","TBD","","","",0,0,"","",0
1,"9922820","A002282","","TBD","","","",0,0,"","",0
1,"9922830","A002283","","TBD","","","",0,0,"","",0
1,"9922840","A002284","","TBD","","","",0,0,"","",0
1,"9922850","A002285","","TBD","","","",0,0,"","",0
1,"9922870","A002287","","TBD","","","",0,0,"","",0
1,"9922910","A002291","","TBD","","","",0,0,"","",0
1,"9922920","A002292","","TBD","","","",0,0,"","",0
1,"9922930","A002293","","TBD","","","",0,0,"","",0
1,"9922940","A002294","","TBD","","","",0,0,"","",0
1,"9922950","A002295","","TBD","","","",0,0,"","",0
1,"9922980","A002298","","TBD","","","",0,0,"","",0
1,"9923000","A002300","","TBD","","","",0,0,"","",0
1,"9923010","A002301","","TBD","","","",0,0,"","",0
1,"9923020","A002302","","TBD","","","",0,0,"","",0
1,"9923080","A002308","","TBD","","","",0,0,"","",0
1,"9923291","A001430","","TBD","","","",0,0,"","",0
1,"9923540","A002354","","TBD","","","",0,0,"","",0
1,"9923560","A002356","","TBD","","","",0,0,"","",0
1,"9923580","A002358","","TBD","","","",0,0,"","",0
1,"9923590","A002359","","TBD","","","",0,0,"","",0
1,"9923600","A002360","","TBD","","","",0,0,"","",0
1,"9923611","A001533","","TBD","","","",0,0,"","",0
1,"9923620","A002362","","TBD","","","",0,0,"","",0
1,"9923801","A001740","","TBD","","","",0,0,"","",0
1,"9923981","A001609","","TBD","","","",0,0,"","",0
1,"9924050","A002405","","TBD","","","",0,0,"","",0
1,"9924060","A002406","","TBD","","","",0,0,"","",0
1,"9924341","A001941","","TBD","","","",0,0,"","",0
1,"9924551","A001661","","TBD","","","",0,0,"","",0
1,"9924591","A001665","","TBD","","","",0,0,"","",0
1,"9924611","A002461","","TBD","","","",0,0,"","",0
1,"9924661","A002466","","TBD","","","",0,0,"","",0
1,"9924701","A001753","","TBD","","","",0,0,"","",0
1,"9924731","A001992","","TBD","","","",0,0,"","",0
1,"9925150","A002515","","TBD","","","",0,0,"","",0
1,"9925200","A002520","","TBD","","","",0,0,"","",0
1,"9925251","A002139","","TBD","","","",0,0,"","",0
1,"9925311","A003124","","TBD","","","",0,0,"","",0
1,"9925491","A002161","","TBD","","","",0,0,"","",0
1,"9925841","A002433","","TBD","","","",0,0,"","",0
1,"9926101","A002845","","TBD","","","",0,0,"","",0
1,"9926141","ING RAND AIRMAN 185","","TBD","","","",0,0,"","",0
1,"9926201","ARROWBOARD 30 X 60 LED","","TBD","","","",0,0,"","",0
1,"9926391","A002719","","TBD","","","",0,0,"","",0
1,"9927201","A003069","","TBD","","","",0,0,"","",0
1,"9927251","A003070","","TBD","","","",0,0,"","",0
1,"9927261","A003071","","TBD","","","",0,0,"","",0
1,"9927271","A003072","","TBD","","","",0,0,"","",0
1,"9927281","A003073","","TBD","","","",0,0,"","",0
1,"9927361","A003081","","TBD","","","",0,0,"","",0
1,"9928191","A003943","","TBD","","","",0,0,"","",0
1,"9928581","A002858","","TBD","","","",0,0,"","",0
1,"9928701","2006 INTL 9400","","TBD","","","",0,0,"","",0
1,"9930171","A003083","","TBD","","","",0,0,"","",0
1,"9930180","A002484","","TBD","","","",0,0,"","",0
1,"9930231","A001262","","TBD","","","",0,0,"","",0
1,"9930300","A000524","","TBD","","","",0,0,"","",0
1,"9930320","A000526","","TBD","","","",0,0,"","",0
1,"9930330","A000525","","TBD","","","",0,0,"","",0
1,"9930401","A002988","","TBD","","","",0,0,"","",0
1,"9932260","A000817","","TBD","","","",0,0,"","",0
1,"9932270","A000818","","TBD","","","",0,0,"","",0
1,"9932650","A000451","","TBD","","","",0,0,"","",0
1,"9932670","A000447","","TBD","","","",0,0,"","",0
1,"9932690","A000456","","TBD","","","",0,0,"","",0
1,"9932700","A000457","","TBD","","","",0,0,"","",0
1,"9932710","A000495","","TBD","","","",0,0,"","",0
1,"9932730","A000500","","TBD","","","",0,0,"","",0
1,"9932740","A000455","","TBD","","","",0,0,"","",0
1,"9932850","A000735","","TBD","","","",0,0,"","",0
1,"9932920","A000879","","TBD","","","",0,0,"","",0
1,"9932940","A000904","","TBD","","","",0,0,"","",0
1,"9933000","A000930","","TBD","","","",0,0,"","",0
1,"33042","A000931","","TBD","","","",0,0,"","",0
1,"9933050","A001958","","TBD","","","5",0,0,"","",0
1,"9933060","A000977","","TBD","","","",0,0,"","",0
1,"9933100","A000981","","TBD","","","",0,0,"","",0
1,"9933260","A001359","","TBD","","","",0,0,"","",0
1,"9933300","A001365","","TBD","","","",0,0,"","",0
1,"9933380","A001368","","TBD","","","",0,0,"","",0
1,"9933410","A001377","","TBD","","","",0,0,"","",0
1,"9933590","A001681","","TBD","","","",0,0,"","",0
1,"9933600","A001381","","TBD","","","",0,0,"","",0
1,"9933710","A001245","","TBD","","","",0,0,"","",0
1,"9933720","A001406","","TBD","","","",0,0,"","",0
1,"9933870","A001503","","TBD","","","",0,0,"","",0
1,"9933890","A001505","","TBD","","","",0,0,"","",0
1,"9933950","A001512","","TBD","","","",0,0,"","",0
1,"9933990","A001620","","TBD","","","",0,0,"","",0
1,"9934020","A001623","","TBD","","","",0,0,"","",0
1,"9934280","A001917","","TBD","","","",0,0,"","",0
1,"9934401","A000344","","TBD","","","",0,0,"","",0
1,"9935821","A003791","","TBD","","","",0,0,"","",0
1,"9936661","CASE EXCAVATOR CS27B","","TBD","","","",0,0,"","",0
1,"9936671","CASE EXCAVATOR","","TBD","","","",0,0,"","",0
1,"9936681","CASE EXCAVATOR","","TBD","","","",0,0,"","",0
1,"9936781","A002898","","TBD","","","",0,0,"","",0
1,"9936791","A002899","","TBD","","","",0,0,"","",0
1,"9940011","A000343.1","","TBD","","","",0,0,"","",0
1,"9940041","A000343.4","","TBD","","","",0,0,"","",0
1,"9940051","A000346.1","","TBD","","","",0,0,"","",0
1,"9940111","A000767","","TBD","","","",0,0,"","",0
1,"9940331","A000346.2","","TBD","","","",0,0,"","",0
1,"9940341","A000346.3","","TBD","","","",0,0,"","",0
1,"9940351","A000346.4","","TBD","","","",0,0,"","",0
1,"9940401","A000509","","TBD","","","",0,0,"","",0
1,"9940431","A000354","","TBD","","","",0,0,"","",0
1,"9940481","A000492","","TBD","","","",0,0,"","",0
1,"9940511","A000760","","TBD","","","",0,0,"","",0
1,"9940731","A003828","","TBD","","","",0,0,"","",0
1,"9940851","A000763","","TBD","","","",0,0,"","",0
1,"9941261","A003037","","TBD","","","",0,0,"","",0
1,"9941341","A000789","","TBD","","","",0,0,"","",0
1,"9941381","A000842","","TBD","","","",0,0,"","",0
1,"9941521","A000796","","TBD","","","",0,0,"","",0
1,"9941541","A000798","","TBD","","","",0,0,"","",0
1,"9941631","A000851","","TBD","","","",0,0,"","",0
1,"9941681","A000849","","TBD","","","",0,0,"","",0
1,"9941901","A001095","","TBD","","","",0,0,"","",0
1,"9941991","A001110","","TBD","","","",0,0,"","",0
1,"9942001","A001111","","TBD","","","",0,0,"","",0
1,"9942041","A001130","","TBD","","","",0,0,"","",0
1,"9942111","A001092","","TBD","","","",0,0,"","",0
1,"9942391","A002976","","TBD","","","",0,0,"","",0
1,"9942451","A001319","","TBD","","","",0,0,"","",0
1,"9942791","A001464","","TBD","","","",0,0,"","",0
1,"9942961","A002844","","TBD","","","",0,0,"","",0
1,"9942981","A002701","","TBD","","","",0,0,"","",0
1,"9943061","A002698","","TBD","","","",0,0,"","",0
1,"9943071","A002699","","TBD","","","",0,0,"","",0
1,"9943081","A002900","","TBD","","","",0,0,"","",0
1,"43091","A001616","","TBD","","","",0,0,"","",0
1,"43092","A002901","","TBD","","","",0,0,"","",0
1,"9943181","A001668","","TBD","","","",0,0,"","",0
1,"9943951","A002168","","TBD","","","",0,0,"","",0
1,"9944141","A003056","","TBD","","","",0,0,"","",0
1,"9944151","A003057","","TBD","","","",0,0,"","",0
1,"9944181","A003100","","TBD","","","",0,0,"","",0
1,"9944432","A003273","","TBD","","","",0,0,"","",0
1,"9944482","A002982","","TBD","","","",0,0,"","",0
1,"9944691","A002558","","TBD","","","",0,0,"","",0
1,"9944801","A002847","","TBD","","","",0,0,"","",0
1,"9945251","A002927","","TBD","","","",0,0,"","",0
1,"9946051","A002810","","TBD","","","",0,0,"","",0
1,"9946741","A002984","","TBD","","","",0,0,"","",0
1,"9946841","A003215","","TBD","","","",0,0,"","",0
1,"9947181","A003510","","TBD","","","",0,0,"","",0
1,"9947311","DITCH WITCH  TRAILER","","TBD","","","",0,0,"","",0
1,"9947661","A003849","","TBD","","","",0,0,"","",0
1,"9947671","2007 TRAILEZE TE70HT","","TBD","","","",0,0,"","",0
1,"9947721","2012 HAMMERHEAD HG12","","TBD","","","",0,0,"","",0
1,"9948011","A003005","","TBD","","","",0,0,"","",0
1,"9949711","A002666","","TBD","","","",0,0,"","",0
1,"9949721","A002667","","TBD","","","",0,0,"","",0
1,"9949731","A002668","","TBD","","","",0,0,"","",0
1,"9949732","A002669","","TBD","","","",0,0,"","",0
1,"9949741","A002670","","TBD","","","",0,0,"","",0
1,"9949742","A002671","","TBD","","","",0,0,"","",0
1,"9949743","A002688","","TBD","","","",0,0,"","",0
1,"9949761","A002672","","TBD","","","",0,0,"","",0
1,"9949771","A002673","","TBD","","","",0,0,"","",0
1,"9949781","A002674","","TBD","","","",0,0,"","",0
1,"9949791","A002675","","TBD","","","",0,0,"","",0
1,"9949801","A002681","","TBD","","","",0,0,"","",0
1,"9949811","A002682","","TBD","","","",0,0,"","",0
1,"9949861","A003559","","TBD","","","",0,0,"","",0
1,"9950040","A001698","","TBD","","","",0,0,"","",0
1,"9950541","A001997","","TBD","","","",0,0,"","",0
1,"9950551","A001998","","TBD","","","",0,0,"","",0
1,"9950661","A003305","","TBD","","","",0,0,"","",0
1,"9950732","A001283","","TBD","","","",0,0,"","",0
1,"9950871","A003573","","TBD","","","",0,0,"","",0
1,"9950881","A003351.11","","TBD","","","",0,0,"","",0
1,"9950901","A003351.12","","TBD","","","",0,0,"","",0
1,"9950961","A003351.13","","TBD","","","",0,0,"","",0
1,"9950962","A003351.14","","TBD","","","",0,0,"","",0
1,"9950963","A003351.15","","TBD","","","",0,0,"","",0
1,"9950964","A003351.23","","TBD","","","",0,0,"","",0
1,"9950965","A003351.24","","TBD","","","",0,0,"","",0
1,"9951062","A002905","","TBD","","","",0,0,"","",0
1,"9951063","A003351.25","","TBD","","","",0,0,"","",0
1,"9951064","A003465.1","","TBD","","","",0,0,"","",0
1,"9951065","A003465.2","","TBD","","","",0,0,"","",0
1,"9951066","A003465.3","","TBD","","","",0,0,"","",0
1,"9951067","A003572","","TBD","","","",0,0,"","",0
1,"9951068","A003350.11","","TBD","","","",0,0,"","",0
1,"9951069","A003350.12","","TBD","","","",0,0,"","",0
1,"9951102","A003350.21","","TBD","","","",0,0,"","",0
1,"9951171","A002906","","TBD","","","",0,0,"","",0
1,"9951192","2011APT 5214","","TBD","","","",0,0,"","",0
1,"9951241","A003350.25","","TBD","","","",0,0,"","",0
1,"9951351","A003656","","TBD","","","",0,0,"","",0
1,"9951390","A001639","","TBD","","","",0,0,"","",0
1,"9951410","A001684","","TBD","","","",0,0,"","",0
1,"9951461","A001847","","TBD","","","",0,0,"","",0
1,"9951481","A001951","","TBD","","","",0,0,"","",0
1,"9951521","A002052","","TBD","","","",0,0,"","",0
